gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160179	8719.312441034006	0.20595114708365503	0.1642961620521444	1.253535959155821	0.21001072098234952	0.9577227328536926
ENSG00000183255	3872.424512832398	-0.2149349013479906	0.1730116694519656	-1.242314475253731	0.21412055664925111	0.9577227328536926
ENSG00000221859	310.9911380332523	0.5524443946650165	0.44525108260702917	1.2407480099326211	0.21469885259926152	0.9577227328536926
ENSG00000157538	7108.5970938786195	0.21738762220216087	0.17556961819300404	1.238184740842725	0.21564756818745065	0.9577227328536926
ENSG00000186980	69.74382980538047	-0.8609111124158625	0.6982346332426742	-1.2329825411519646	0.21758227796192037	0.9577227328536926
ENSG00000183570	7225.316300704544	-0.18996244717896277	0.15785544817512917	-1.2033949374253665	0.22882352604687742	0.9577227328536926
ENSG00000275895	7277.7709442999885	0.21636007069870164	0.17981640478982516	1.2032276529585264	0.22888823666937633	0.9577227328536926
ENSG00000159197	257.1545793216342	0.5181036626292467	0.4315879431814466	1.2004590740187278	0.22996109800478542	0.9577227328536926
ENSG00000186967	111.33790580362628	-0.6691159727982205	0.55766721666518	-1.1998481402573709	0.23019832390601855	0.9577227328536926
ENSG00000154736	3219.1648364147622	0.6850230557202641	0.57126879841928	1.1991256263526837	0.23047910095385352	0.9577227328536926
ENSG00000142197	3518.593132461424	-0.228437478027535	0.19062336640727068	-1.1983708101108324	0.23077269098541645	0.9577227328536926
ENSG00000198743	3926.844243811353	0.3265304207359563	0.27645075367789446	1.1811522174991498	0.23754225927218103	0.9577227328536926
ENSG00000272804	536.6896541699016	0.4279203891851425	0.37072048421055515	1.1542938882818787	0.2483797013351785	0.9577227328536926
ENSG00000241837	2879.085364439875	0.2437270049603249	0.2130542511037241	1.1439668708683401	0.2526373764678092	0.9577227328536926
ENSG00000183640	166.8471080665436	-0.6043772429998963	0.5290512696571785	-1.1423793451843116	0.2532963729600728	0.9577227328536926
ENSG00000156304	5366.271270332209	-0.18451023584285223	0.1653399163143153	-1.1159448967670558	0.2644457221740035	0.9577227328536926
ENSG00000160193	3250.3244909830946	-0.20353952360599403	0.18371466357029176	-1.107911146831875	0.26790019108672686	0.9577227328536926
ENSG00000160209	13934.93350974036	-0.16371328388137854	0.14809239703404747	-1.1054806807113786	0.268951361095624	0.9577227328536926
ENSG00000231068	88.33470154626951	-0.6926180154375585	0.6302589964180666	-1.0989418943226439	0.27179341145653246	0.9577227328536926
ENSG00000160199	5548.24094052882	-0.1865742339332572	0.17207330643092106	-1.08427180137994	0.2782443042447254	0.9577227328536926
ENSG00000160183	6170.9224516874265	0.19752733524142244	0.18239479264904554	1.082965869653385	0.2788235725712069	0.9577227328536926
ENSG00000159082	14600.235304985437	0.17020459567197868	0.15815634553591618	1.076179366026932	0.28184704603920174	0.9577227328536926
ENSG00000156273	5822.147745189787	0.21604460045991114	0.20369641652204454	1.0606205261177497	0.28886239047275986	0.9577227328536926
ENSG00000244362	120.82898198818285	0.565983243167229	0.5375010129700543	1.0529900958507805	0.29234553133486163	0.9577227328536926
ENSG00000159079	3242.620403086564	-0.20967529729423198	0.1994827981094904	-1.0510946271123949	0.2932151315128142	0.9577227328536926
ENSG00000249209	326.4564247794108	-0.404601186928345	0.3941119451214736	-1.0266148791903236	0.30460184493228926	0.9577227328536926
ENSG00000274749	204.44177403688218	0.4424554894278123	0.43264648236390335	1.0226721063587858	0.30646290411024546	0.9577227328536926
ENSG00000187766	306.25572345832404	0.491512813944235	0.4806938901855265	1.022506888436907	0.30654105405488385	0.9577227328536926
ENSG00000215455	429.4569097525603	0.4323801544762634	0.44278697666236666	0.9764970002854473	0.3288182336881263	0.9577227328536926
ENSG00000198390	213.1572993927446	0.4408508320589028	0.45469938563718715	0.9695434961741198	0.33227408926017993	0.9577227328536926
ENSG00000160298	6777.320621945595	-0.19390816213844186	0.20079418780749936	-0.965706050836197	0.3341912908657149	0.9577227328536926
ENSG00000221837	684.302742943423	0.29438831526595294	0.3068763628862091	0.9593059318651831	0.3374046479441759	0.9577227328536926
ENSG00000159110	5273.283716023322	0.16058000421684154	0.17079768631146494	0.9401766949231939	0.34712693385284005	0.9577227328536926
ENSG00000159147	6309.865859272221	-0.15290547416612438	0.1654174387752484	-0.9243612722953356	0.3552982511688457	0.9577227328536926
ENSG00000222018	245.7478865452648	-0.37918255704573883	0.41060361649589583	-0.9234759310736098	0.3557592377725092	0.9577227328536926
ENSG00000156282	393.05556433258363	0.34030358905836405	0.3859534819128517	0.881721774789441	0.37792728276208637	0.9577227328536926
ENSG00000160213	3872.049816639463	0.1836959938677111	0.20953859197843636	0.8766690285225133	0.38066643381975707	0.9577227328536926
ENSG00000160233	1936.5803512398763	-0.27543519403919575	0.31433017150918047	-0.8762607570147025	0.3808882936317777	0.9577227328536926
ENSG00000160307	954.3623451548398	0.2248447914407264	0.25680516487756	0.8755462202169036	0.38127677285124406	0.9577227328536926
ENSG00000154639	3235.1919526853026	-0.1573838176073989	0.1799046071215223	-0.8748181612774873	0.3816728538427478	0.9577227328536926
ENSG00000188694	709.7128917669768	-0.359953347170285	0.41216035779875504	-0.8733332557568259	0.38248145911735987	0.9577227328536926
ENSG00000157578	7965.988722576431	0.12614608288675572	0.14546690087550887	0.8671806584695994	0.38584303203509657	0.9577227328536926
ENSG00000160310	9500.97053209965	-0.14620942790927166	0.17205869415585562	-0.8497648353464257	0.3954558437511921	0.9577227328536926
ENSG00000189169	484.2131444665632	-0.29799435848820427	0.3544542936957382	-0.8407130729921447	0.4005086950705321	0.9577227328536926
ENSG00000183421	2100.515779235484	-0.2386657900530248	0.2850332472618555	-0.837326144741867	0.4024092671657134	0.9577227328536926
ENSG00000154646	1982.749144129347	0.17127429905620306	0.20887515137289792	0.8199840810668413	0.41222518218033316	0.9577227328536926
ENSG00000185808	5695.797385739265	0.13384856961651356	0.16569631650286182	0.8077944787276052	0.4192089040823141	0.9577227328536926
ENSG00000160294	10335.7915892044	0.13269143461308522	0.1649643574496953	0.8043642679210177	0.4211866311041846	0.9577227328536926
ENSG00000142188	3698.354592625896	0.14192013452792587	0.17806765645270292	0.7970011924407041	0.425450338783593	0.9577227328536926
ENSG00000184900	2709.1216538203744	-0.1738004660401695	0.22002195282242093	-0.7899232954288127	0.42957256573388986	0.9577227328536926
ENSG00000175894	4292.61522960741	0.1651874468034311	0.20970773484194152	0.7877031666377697	0.43087035288316855	0.9577227328536926
ENSG00000241945	3578.1271482871125	0.1427946770206093	0.18148481858858975	0.7868133441195011	0.43139114079488994	0.9577227328536926
ENSG00000173638	6804.352770575589	0.12134358420427716	0.15582734110755306	0.7787053500484553	0.43615330383936507	0.9577227328536926
ENSG00000160201	6880.249015110073	-0.14861750034994517	0.19206307593141836	-0.7737952733976484	0.43905186808805785	0.9577227328536926
ENSG00000205758	7743.744023502272	-0.11909853007048722	0.15667060594444798	-0.7601842691073588	0.4471444466852742	0.9577227328536926
ENSG00000278961	1568.0065483417968	-0.19529908661153356	0.2574524373361115	-0.7585831722251867	0.44810194217371585	0.9577227328536926
ENSG00000154645	5265.510716707071	-0.1206213031344662	0.16072534252343781	-0.7504809213075814	0.4529651101798484	0.9577227328536926
ENSG00000157601	8439.44357800763	0.12105571438666536	0.1635741775882337	0.7400661655252192	0.4592598474898519	0.9577227328536926
ENSG00000160221	5566.818067344508	-0.13021254717850592	0.1767082798154418	-0.7368785849452154	0.46119618812356594	0.9577227328536926
ENSG00000276076	1018.1656632771551	0.18210721644320624	0.2510607766466645	0.7253511236424579	0.4682366497024785	0.9577227328536926
ENSG00000141956	21322.048416306843	0.10463218727710041	0.1461014691991948	0.7161610889377494	0.47389188652296643	0.9577227328536926
ENSG00000183778	8424.60002651456	-0.13821732997436545	0.19638543870050437	-0.7038064068749639	0.4815533432414545	0.9577227328536926
ENSG00000170262	1249.9668544225326	0.17703550972923252	0.2547284658791463	0.6949969612474541	0.48705720591643237	0.9577227328536926
ENSG00000186971	246.69347993988	0.26476584641833056	0.38645292279894317	0.685117981514344	0.493269474253504	0.9577227328536926
ENSG00000159259	1949.4437614777648	-0.16345539700981562	0.24118484763101444	-0.6777183501174332	0.4979502893217517	0.9577227328536926
ENSG00000142166	2806.1177342157885	-0.1237758927019259	0.18381985773619405	-0.6733543058202165	0.5007219114904651	0.9577227328536926
ENSG00000188155	513.92088720433	-0.26131324073956774	0.3892421758529073	-0.671338454439009	0.5020049426284308	0.9577227328536926
ENSG00000160216	12614.294862191988	0.10246956394959816	0.15336961448375794	0.6681216764775126	0.5040559261707083	0.9577227328536926
ENSG00000155313	7624.787374730626	-0.10574441995998866	0.16197690311869517	-0.6528364101547252	0.5138617478161718	0.9577227328536926
ENSG00000212935	353.613274746858	0.2666741565512209	0.40980155186649947	0.6507397430210196	0.5152145034177426	0.9577227328536926
ENSG00000186977	156.26493365098514	0.32712018660920433	0.5073385108513233	0.6447769676705415	0.5190717298316245	0.9577227328536926
ENSG00000186866	7825.128181615459	-0.12413917521815425	0.1946575031193684	-0.6377312624935361	0.5236486313548632	0.9577227328536926
ENSG00000212933	116.1771482867021	-0.3574444004540127	0.5631351814237883	-0.6347399563108052	0.5255980295216713	0.9577227328536926
ENSG00000205927	1801.1226887586024	-0.15492102491512066	0.24508656964745007	-0.6321073616476418	0.5273167251239759	0.9577227328536926
ENSG00000184787	5731.768234842637	-0.10449378893948984	0.1669388303563075	-0.6259405838441693	0.5313539137943122	0.9577227328536926
ENSG00000198862	10175.315064777955	0.10428956567328895	0.1670871185273214	0.6241628115469354	0.5325206669573365	0.9577227328536926
ENSG00000159212	2243.8071612589047	-0.14123464453820259	0.2264724452835521	-0.6236283816398567	0.5328716670076692	0.9577227328536926
ENSG00000156284	722.5677750282565	-0.1827416104322107	0.2932949402359934	-0.6230643129580471	0.5332422599705589	0.9577227328536926
ENSG00000206107	218.71998657184517	-0.2844271092722057	0.4580796448297915	-0.620911914516285	0.5346575814466348	0.9577227328536926
ENSG00000206102	96.3623162211481	-0.34551851583194443	0.5572427368972523	-0.6200502814191962	0.5352246837805212	0.9577227328536926
ENSG00000142185	10185.993072543426	0.11161402665598746	0.18127720505704412	0.6157091103697505	0.5380865233992324	0.9577227328536926
ENSG00000205439	165.50643205595247	0.3160000558786254	0.5165542184823532	0.6117461528182656	0.5407057210730567	0.9577227328536926
ENSG00000276612	474.01133282860155	-0.2278340356023981	0.37440430021887716	-0.608524088716946	0.542839934418806	0.9577227328536926
ENSG00000187026	143.15433500376596	-0.33040072784377217	0.565168862883827	-0.5846053269068497	0.5588131250587902	0.9577227328536926
ENSG00000182816	247.16181135939001	0.2341425060211861	0.4051771492967971	0.5778768778731742	0.5633472470166018	0.9577227328536926
ENSG00000166979	5424.480719638852	-0.09001943526069586	0.1572922863779744	-0.5723067375623148	0.5671141860062516	0.9577227328536926
ENSG00000160208	2687.6876708977084	0.13933801527708292	0.25125528012300946	0.5545675108155572	0.5791905166234426	0.9577227328536926
ENSG00000273590	3048.7598638393206	-0.10497242399656022	0.1942180679295917	-0.5404874279493658	0.5888609288170541	0.9577227328536926
ENSG00000280071	3231.1555132293456	-0.10848537442287412	0.20186467578899056	-0.5374163359629797	0.590980061720555	0.9577227328536926
ENSG00000183844	2345.5642305279166	-0.11501770122197738	0.21441079182921816	-0.5364361571575694	0.5916571480153586	0.9577227328536926
ENSG00000159267	7232.7939875184375	-0.08340997114103538	0.15806798205350805	-0.5276841651132107	0.5977185655445092	0.9577227328536926
ENSG00000160299	8674.907780597925	-0.08824124255683671	0.17423170565564386	-0.5064591557821229	0.6125343557230059	0.9577227328536926
ENSG00000187005	185.9639504106901	0.26951089911417186	0.5347295714632774	0.5040134555802859	0.6142519215343847	0.9577227328536926
ENSG00000142182	1644.7326508911474	-0.11954429755472577	0.23868408601431515	-0.5008473734086992	0.6164785423122481	0.9577227328536926
ENSG00000160285	8270.199447469804	-0.10834155314372063	0.21763813575444768	-0.4978059234341082	0.6186208405039331	0.9577227328536926
ENSG00000206105	63.3834181649802	0.3402158663317584	0.6898063177021675	0.4932049150623332	0.621867805336591	0.9577227328536926
ENSG00000160282	4789.531584173645	-0.07539239117865286	0.15611411710968817	-0.48293128497585525	0.6291445273549414	0.9577227328536926
ENSG00000182670	29245.59490169557	0.09382247936134461	0.19478383561793106	0.4816748733985176	0.6300369282353295	0.9577227328536926
ENSG00000160284	1127.1061674467144	-0.13753337758689904	0.29847021026699105	-0.4607943200223268	0.6449461772222755	0.9577227328536926
ENSG00000160223	6062.489296395026	-0.08451716753182663	0.18415884976856453	-0.45893622618755897	0.6462799633911389	0.9577227328536926
ENSG00000215454	1271.0298153718782	0.1431207861195479	0.31186377675807925	0.45892083911550385	0.6462910133712518	0.9577227328536926
ENSG00000157542	8536.370145827803	-0.08477306834844398	0.18546295431521279	-0.4570889569911827	0.6476071073135803	0.9577227328536926
ENSG00000285815	1041.1882852068206	-0.1442563117266358	0.32275719169719996	-0.446949953208083	0.6549111953209599	0.9577227328536926
ENSG00000160202	1534.163736677619	-0.10621426406363206	0.2378134684430068	-0.44662846372423537	0.6551433405537006	0.9577227328536926
ENSG00000160255	11488.199965905309	-0.07323345387199447	0.16433462891292472	-0.445636165404909	0.6558600821504901	0.9577227328536926
ENSG00000154642	3261.850454949121	0.07767641539163653	0.17681178370896822	0.43931696045491925	0.660431886519503	0.9577227328536926
ENSG00000160214	3845.1170214002404	-0.08715071034175648	0.1990209306054679	-0.4378972104925033	0.6614607978320273	0.9577227328536926
ENSG00000240432	136.49627732742343	0.20665178772314832	0.4744871881457188	0.4355265914149065	0.6631802417771702	0.9577227328536926
ENSG00000142192	11354.678747390499	-0.0640358391859422	0.14747309388575475	-0.43422049065811175	0.6641283347285107	0.9577227328536926
ENSG00000157551	11706.630735338871	0.07244185589874144	0.1668711380606142	0.4341185464464663	0.6642023582411116	0.9577227328536926
ENSG00000205726	26230.95053254685	0.07287515076144567	0.16941727313380567	0.4301518340688255	0.6670851965651053	0.9577227328536926
ENSG00000185272	2479.9405471449486	-0.08543390727175405	0.20348144604526613	-0.419860920649977	0.6745870576538471	0.9577227328536926
ENSG00000142168	1443.0360354372904	0.09733949224505899	0.23770981029133845	0.4094887464920323	0.6821810236606827	0.9577227328536926
ENSG00000159231	409.23522888858656	-0.17596406899050565	0.4320519403067317	-0.407275266176519	0.6838058267391132	0.9577227328536926
ENSG00000197381	17328.83936523563	-0.09597951120213592	0.23871885648749708	-0.4020608703240955	0.6876392293192664	0.9577227328536926
ENSG00000184351	239.7268514683005	-0.1750910596957651	0.4421178926002206	-0.39602798852135335	0.6920843808187198	0.9577227328536926
ENSG00000142149	2826.571439129561	0.09131707154578168	0.23222827828715734	0.3932211538547659	0.6941561470377287	0.9577227328536926
ENSG00000159261	3011.6469392406684	0.07135987044323697	0.18326935262987207	0.3893715420458447	0.69700132046069	0.9577227328536926
ENSG00000280433	2174.3128868755052	0.09175393121263918	0.2383609646610671	0.38493690165714406	0.7002841649950065	0.9577227328536926
ENSG00000243646	3381.237229093018	0.0719682761553332	0.18951366088204394	0.3797524453929857	0.7041291854988626	0.9577227328536926
ENSG00000243927	2952.0201853302565	-0.07054549351097884	0.18744285255250553	-0.37635734065249565	0.7066512557603352	0.9577227328536926
ENSG00000275993	1733.7391670284358	-0.07976333314110455	0.21928891461357425	-0.36373627586994817	0.7160549519637165	0.9577227328536926
ENSG00000159256	5423.9543834536835	0.06474092010399318	0.18737660543662485	0.34551229035841446	0.7297092721701091	0.9577227328536926
ENSG00000183486	6641.956344620099	-0.05669630067720439	0.16494093021561357	-0.343737000895351	0.7310440821517337	0.9577227328536926
ENSG00000177398	10822.075411244808	-0.04908393912136216	0.1447599461400074	-0.3390712723386183	0.7345560392184786	0.9577227328536926
ENSG00000156299	7076.987847431127	-0.04698824343485078	0.1504532421586565	-0.31231127199838316	0.7548039743759353	0.9577227328536926
ENSG00000160200	8370.945877520862	0.047372715137316224	0.15240092897613697	0.31084269272882104	0.7559202121588593	0.9577227328536926
ENSG00000186965	119.22498537675008	-0.16125012172930422	0.5200795975586285	-0.31004892806072154	0.7565237491618044	0.9577227328536926
ENSG00000173276	9009.681656868861	-0.0487145298628652	0.1573307823225784	-0.3096312695057019	0.7568413744795677	0.9577227328536926
ENSG00000188992	1693.4478457378818	0.07451251295885886	0.25620353237083704	0.29083327723603397	0.7711788333252446	0.9577227328536926
ENSG00000160190	4074.7899371604854	0.04661275976720534	0.16077999109874538	0.28991642211609175	0.7718801778938071	0.9577227328536926
ENSG00000160305	12056.908074971756	0.05383666389764341	0.18783552737284576	0.28661598074990285	0.7744063767298771	0.9577227328536926
ENSG00000155307	5829.243318481505	0.05696494612253214	0.19988478485534092	0.28498890580270214	0.7756526415320605	0.9577227328536926
ENSG00000156256	5930.401401348863	-0.05291590344666111	0.1949669684841053	-0.27140958213634575	0.7860760330645311	0.9577227328536926
ENSG00000142178	2463.7413080781143	-0.05983936097594393	0.2212229662957907	-0.27049343916641316	0.7867806636601175	0.9577227328536926
ENSG00000159086	6888.3555099436235	-0.044880034977712195	0.16950722367822615	-0.264767683664665	0.791188433369021	0.9577227328536926
ENSG00000277117	2723.6528485795448	0.061147532156671756	0.24112188715550875	0.2535959421934823	0.7998077318386395	0.9577227328536926
ENSG00000156253	3143.5302962834357	0.04876097143635338	0.19596051385028887	0.24883059591079704	0.8034918231875173	0.9577227328536926
ENSG00000142156	3763.5131014351555	-0.04387322927799276	0.17833986809242316	-0.24600909346448446	0.80567519322443	0.9577227328536926
ENSG00000265590	717.5157097378784	-0.06670828072719315	0.27263989331397936	-0.2446754211804584	0.806707760724674	0.9577227328536926
ENSG00000157540	23810.719027919833	-0.035775321912412	0.14688169049220554	-0.2435655648605873	0.807567300444016	0.9577227328536926
ENSG00000241123	333.3124269749584	0.08404393828753955	0.35033587842574965	0.2398953217843255	0.8104114076548996	0.9577227328536926
ENSG00000159140	18733.329814776727	0.039689393378770435	0.1654873156904818	0.23983344713260835	0.8104593765018243	0.9577227328536926
ENSG00000159228	1676.3800114968926	-0.04937002038635841	0.20724496864560044	-0.2382205981115213	0.8117100019439024	0.9577227328536926
ENSG00000156265	7733.574292190288	0.04313410597018824	0.18446322416429967	0.23383580204458043	0.8151124539604739	0.9577227328536926
ENSG00000182093	9965.735436370604	0.03634627960673641	0.1560058688185362	0.23298020697550736	0.8157767754373939	0.9577227328536926
ENSG00000242220	1685.4765046660646	-0.05058148451326649	0.22202442551357732	-0.22781945903593076	0.8197865983285044	0.9577227328536926
ENSG00000171587	6203.745194645219	0.048094989524110704	0.22310921447717236	0.21556702459293356	0.8293252620092798	0.9577227328536926
ENSG00000206106	112.50671339681989	-0.1306409721532444	0.606360810377845	-0.2154508832321096	0.8294158022743069	0.9577227328536926
ENSG00000159216	12540.98974049716	0.04008916331311198	0.18610656774056356	0.2154097182050937	0.829447893818578	0.9577227328536926
ENSG00000274559	341.82777735489225	0.07906362090103783	0.37574785019971385	0.2104166952891805	0.8333424633695858	0.9577227328536926
ENSG00000221864	213.93911419518741	0.08405235768032042	0.4049746895755533	0.2075496564202918	0.8355806166110945	0.9577227328536926
ENSG00000279493	149.8022291735041	-0.11194856525605643	0.5452176961791464	-0.2053281946653335	0.8373157171563745	0.9577227328536926
ENSG00000185917	9443.265442712047	-0.030047095323453923	0.14715171491341597	-0.204191268454694	0.8382040343820069	0.9577227328536926
ENSG00000160194	2729.335249910394	0.04248768504536698	0.23354262343724755	0.18192689805415044	0.8556400951416848	0.9577227328536926
ENSG00000182871	8750.750126633498	-0.02912767812097348	0.16091956378679328	-0.18100768753987884	0.8563615419048052	0.9577227328536926
ENSG00000184032	143.54291943690217	0.10259598629637999	0.5786340940456023	0.17730719180244914	0.8592671020557752	0.9577227328536926
ENSG00000156261	4776.358917837182	-0.028931823920183133	0.164766331761408	-0.17559305721558596	0.8606136571441478	0.9577227328536926
ENSG00000159131	8715.344182962917	-0.02720674242744682	0.15642815649337607	-0.1739248421597226	0.8619245289489199	0.9577227328536926
ENSG00000244025	141.173255771082	0.08721708466187252	0.5072340494015833	0.17194643136589138	0.8634796431979267	0.9577227328536926
ENSG00000160218	8653.415287536427	-0.030227374005937262	0.17992637687478655	-0.16799856992047887	0.8665844041280887	0.9577227328536926
ENSG00000184724	144.98286572045166	0.0885038069993461	0.5319867852371751	0.16636467193426344	0.8678699741985803	0.9577227328536926
ENSG00000142207	4402.76735921483	-0.03993110893362733	0.24313839409320334	-0.16423201725318773	0.8695484971724762	0.9577227328536926
ENSG00000160226	4290.786989725329	-0.027173868036742363	0.16933524898103708	-0.16047378322150407	0.872507871934249	0.9577227328536926
ENSG00000180530	7770.097950744377	0.027635591094161072	0.1739961635188632	0.15882873814723536	0.8738038064381843	0.9577227328536926
ENSG00000160224	4371.896061326435	0.03391683008490385	0.21401373762181133	0.15847968668646437	0.8740788260542434	0.9577227328536926
ENSG00000185658	17050.062897478976	0.02275024481932361	0.1498813831844898	0.15178832978422818	0.8793538869600797	0.9589144767326582
ENSG00000205445	662.839105827193	-0.041001169118612575	0.2851082091480209	-0.14380914965982555	0.8856511775994346	0.9611076723480851
ENSG00000274276	5789.267230940095	-0.02471901704843932	0.18120715966034598	-0.13641302636591487	0.8914947763886015	0.9611076723480851
ENSG00000182362	2224.4549813014537	0.026588103038500226	0.1994604808752485	0.13330010497232087	0.8939560445857735	0.9611076723480851
ENSG00000160256	1167.9610494356718	-0.033132957517073076	0.2619569006385366	-0.12648247645436858	0.8993500194049584	0.9623885721669881
ENSG00000249624	1568.5236863463165	-0.02351853190753742	0.21709113024412982	-0.10833483561069333	0.9137300903972998	0.9677064110281011
ENSG00000205581	7602.726373553017	-0.016958303165659137	0.1594614858852917	-0.10634732939750768	0.915306781046039	0.9677064110281011
ENSG00000160180	829.2306998268509	-0.024501230591921837	0.24910195422139117	-0.09835824318803292	0.9216478309571163	0.9677064110281011
ENSG00000186924	115.43455058608716	0.05679761466893646	0.5853607178896073	0.0970301096966467	0.9227024831790525	0.9677064110281011
ENSG00000186970	176.99991504555234	0.03902069172985188	0.41700875662537285	0.09357283536591728	0.9254484891491446	0.9677064110281011
ENSG00000275464	3761.591319234757	0.011253200124626989	0.1929473335271484	0.05832265167346105	0.9534916247968597	0.9835163021494793
